Date,Temperature,Country
01/01/2004,23.97,Thailand
02/01/2004,24.612,Thailand
03/01/2004,28.268,Thailand
04/01/2004,29.376,Thailand
05/01/2004,28.242,Thailand
06/01/2004,27.496,Thailand
07/01/2004,27.173,Thailand
08/01/2004,27.354,Thailand
09/01/2004,26.806,Thailand
10/01/2004,26.225,Thailand
11/01/2004,25.793,Thailand
12/01/2004,22.685,Thailand
01/01/2005,23.696,Thailand
02/01/2005,26.939,Thailand
03/01/2005,27.528,Thailand
04/01/2005,29.194,Thailand
05/01/2005,29.19,Thailand
06/01/2005,28.212,Thailand
07/01/2005,27.633,Thailand
08/01/2005,27.253,Thailand
09/01/2005,26.989,Thailand
10/01/2005,26.659,Thailand
11/01/2005,25.61,Thailand
12/01/2005,23.095,Thailand
01/01/2006,23.893,Thailand
02/01/2006,26.146,Thailand
03/01/2006,28.198,Thailand
04/01/2006,28.599,Thailand
05/01/2006,27.807,Thailand
06/01/2006,28.168,Thailand
07/01/2006,27.457,Thailand
08/01/2006,27.126,Thailand
09/01/2006,27.068,Thailand
10/01/2006,26.638,Thailand
11/01/2006,26.255,Thailand
12/01/2006,23.583,Thailand
01/01/2007,23.528,Thailand
02/01/2007,25.654,Thailand
03/01/2007,28.355,Thailand
04/01/2007,28.95,Thailand
05/01/2007,27.774,Thailand
06/01/2007,28.473,Thailand
07/01/2007,27.686,Thailand
08/01/2007,27.51,Thailand
09/01/2007,27.197,Thailand
10/01/2007,26.004,Thailand
11/01/2007,24.132,Thailand
12/01/2007,24.38,Thailand
01/01/2008,23.742,Thailand
02/01/2008,24.303,Thailand
03/01/2008,27.338,Thailand
04/01/2008,28.607,Thailand
05/01/2008,27.555,Thailand
06/01/2008,27.686,Thailand
07/01/2008,27.339,Thailand
08/01/2008,27.296,Thailand
09/01/2008,26.944,Thailand
10/01/2008,26.764,Thailand
11/01/2008,24.633,Thailand
12/01/2008,22.457,Thailand
01/01/2009,22.001,Thailand
02/01/2009,26.425,Thailand
03/01/2009,27.578,Thailand
04/01/2009,28.74,Thailand
05/01/2009,28.1,Thailand
06/01/2009,27.962,Thailand
07/01/2009,27.518,Thailand
08/01/2009,27.831,Thailand
09/01/2009,27.411,Thailand
10/01/2009,26.922,Thailand
11/01/2009,25.208,Thailand
12/01/2009,24.081,Thailand
01/01/2010,24.86,Thailand
02/01/2010,26.866,Thailand
03/01/2010,28.407,Thailand
04/01/2010,30.398,Thailand
05/01/2010,30.327,Thailand
06/01/2010,29.162,Thailand
07/01/2010,28.183,Thailand
08/01/2010,27.294,Thailand
09/01/2010,27.489,Thailand
10/01/2010,26.258,Thailand
11/01/2010,25.253,Thailand
12/01/2010,24.179,Thailand
01/01/2011,23.116,Thailand
02/01/2011,25.728,Thailand
03/01/2011,25.553,Thailand
04/01/2011,27.894,Thailand
05/01/2011,28.118,Thailand
06/01/2011,27.877,Thailand
07/01/2011,27.544,Thailand
08/01/2011,27.145,Thailand
09/01/2011,26.9,Thailand
10/01/2011,26.286,Thailand
11/01/2011,25.7,Thailand
12/01/2011,23.159,Thailand
01/01/2012,24.475,Thailand
02/01/2012,26.318,Thailand
03/01/2012,27.924,Thailand
04/01/2012,29.019,Thailand
05/01/2012,28.562,Thailand
06/01/2012,28.266,Thailand
07/01/2012,27.685,Thailand
08/01/2012,27.685,Thailand
09/01/2012,27.439,Thailand
10/01/2012,27.256,Thailand
11/01/2012,27.256,Thailand
12/01/2012,25.583,Thailand
01/01/2013,24.373,Thailand
02/01/2013,27.148,Thailand
03/01/2013,28.528,Thailand
04/01/2013,29.885,Thailand
05/01/2013,29.548,Thailand
06/01/2013,28.325,Thailand
07/01/2013,27.564,Thailand
08/01/2013,27.548,Thailand
09/01/2013,,Thailand
01/01/1990,19.982,Vietnam
02/01/1990,21.093,Vietnam
03/01/1990,22.726,Vietnam
04/01/1990,25.645,Vietnam
05/01/1990,26.198,Vietnam
06/01/1990,27.118,Vietnam
07/01/1990,27.031,Vietnam
08/01/1990,27.245,Vietnam
09/01/1990,26.348,Vietnam
10/01/1990,24.33,Vietnam
11/01/1990,22.796,Vietnam
12/01/1990,20.777,Vietnam
01/01/1991,20.577,Vietnam
02/01/1991,21.205,Vietnam
03/01/1991,23.771,Vietnam
04/01/1991,25.084,Vietnam
05/01/1991,26.977,Vietnam
06/01/1991,27.157,Vietnam
07/01/1991,26.846,Vietnam
08/01/1991,26.669,Vietnam
09/01/1991,26.182,Vietnam
10/01/1991,24.139,Vietnam
11/01/1991,22.097,Vietnam
12/01/1991,20.614,Vietnam
01/01/1992,18.43,Vietnam
02/01/1992,20.057,Vietnam
03/01/1992,22.809,Vietnam
04/01/1992,25.6,Vietnam
05/01/1992,27.309,Vietnam
06/01/1992,27.253,Vietnam
07/01/1992,26.577,Vietnam
08/01/1992,26.906,Vietnam
09/01/1992,26.329,Vietnam
10/01/1992,23.177,Vietnam
11/01/1992,21.108,Vietnam
12/01/1992,20.66,Vietnam
01/01/1993,18.764,Vietnam
02/01/1993,20.511,Vietnam
03/01/1993,22.824,Vietnam
04/01/1993,25.041,Vietnam
05/01/1993,26.769,Vietnam
06/01/1993,27.807,Vietnam
07/01/1993,27.428,Vietnam
08/01/1993,26.911,Vietnam
09/01/1993,25.828,Vietnam
10/01/1993,23.53,Vietnam
11/01/1993,22.434,Vietnam
12/01/1993,19.381,Vietnam
01/01/1994,20.164,Vietnam
02/01/1994,21.731,Vietnam
03/01/1994,21.794,Vietnam
04/01/1994,25.889,Vietnam
05/01/1994,26.958,Vietnam
06/01/1994,26.778,Vietnam
07/01/1994,26.735,Vietnam
08/01/1994,26.69,Vietnam
09/01/1994,25.676,Vietnam
10/01/1994,23.535,Vietnam
11/01/1994,22.884,Vietnam
12/01/1994,21.079,Vietnam
01/01/1995,19.361,Vietnam
02/01/1995,19.744,Vietnam
03/01/1995,22.608,Vietnam
04/01/1995,25.675,Vietnam
05/01/1995,26.816,Vietnam
06/01/1995,27.601,Vietnam
07/01/1995,26.936,Vietnam
08/01/1995,26.565,Vietnam
09/01/1995,25.729,Vietnam
10/01/1995,24.779,Vietnam
11/01/1995,21.792,Vietnam
12/01/1995,19.422,Vietnam
01/01/1996,19.206,Vietnam
02/01/1996,19.232,Vietnam
03/01/1996,22.997,Vietnam
04/01/1996,23.639,Vietnam
05/01/1996,26.442,Vietnam
06/01/1996,27.079,Vietnam
07/01/1996,27.034,Vietnam
08/01/1996,26.678,Vietnam
09/01/1996,25.723,Vietnam
10/01/1996,24.404,Vietnam
11/01/1996,22.87,Vietnam
12/01/1996,19.692,Vietnam
01/01/1997,19.629,Vietnam
02/01/1997,20.144,Vietnam
03/01/1997,22.847,Vietnam
04/01/1997,24.828,Vietnam
05/01/1997,27.069,Vietnam
06/01/1997,27.534,Vietnam
07/01/1997,26.745,Vietnam
08/01/1997,27.012,Vietnam
09/01/1997,25.274,Vietnam
10/01/1997,24.91,Vietnam
11/01/1997,23.383,Vietnam
12/01/1997,21.297,Vietnam
01/01/1998,21.054,Vietnam
02/01/1998,21.933,Vietnam
03/01/1998,23.988,Vietnam
04/01/1998,26.457,Vietnam
05/01/1998,27.775,Vietnam
06/01/1998,28.058,Vietnam
07/01/1998,27.732,Vietnam
08/01/1998,27.381,Vietnam
09/01/1998,26.111,Vietnam
10/01/1998,24.683,Vietnam
11/01/1998,22.849,Vietnam
12/01/1998,20.777,Vietnam
01/01/1999,20.029,Vietnam
02/01/1999,21.402,Vietnam
03/01/1999,23.798,Vietnam
04/01/1999,25.412,Vietnam
05/01/1999,25.658,Vietnam
06/01/1999,27.116,Vietnam
07/01/1999,27.226,Vietnam
08/01/1999,26.615,Vietnam
09/01/1999,26.093,Vietnam
10/01/1999,24.417,Vietnam
11/01/1999,22.547,Vietnam
12/01/1999,18.484,Vietnam
01/01/2000,20.329,Vietnam
02/01/2000,19.886,Vietnam
03/01/2000,22.626,Vietnam
04/01/2000,25.217,Vietnam
05/01/2000,26.261,Vietnam
06/01/2000,26.616,Vietnam
07/01/2000,26.889,Vietnam
08/01/2000,26.902,Vietnam
09/01/2000,25.697,Vietnam
10/01/2000,24.292,Vietnam
11/01/2000,22.08,Vietnam
12/01/2000,20.988,Vietnam
01/01/2001,20.692,Vietnam
02/01/2001,20.582,Vietnam
03/01/2001,23.102,Vietnam
04/01/2001,25.846,Vietnam
05/01/2001,26.343,Vietnam
06/01/2001,26.908,Vietnam
07/01/2001,27.303,Vietnam
08/01/2001,26.685,Vietnam
09/01/2001,26.334,Vietnam
10/01/2001,24.765,Vietnam
11/01/2001,21.535,Vietnam
12/01/2001,20.124,Vietnam
01/01/2002,19.691,Vietnam
02/01/2002,21.214,Vietnam
03/01/2002,23.558,Vietnam
04/01/2002,26.04,Vietnam
05/01/2002,27.024,Vietnam
06/01/2002,27.565,Vietnam
07/01/2002,27.475,Vietnam
08/01/2002,26.359,Vietnam
09/01/2002,25.626,Vietnam
10/01/2002,24.458,Vietnam
11/01/2002,22.505,Vietnam
12/01/2002,21.21,Vietnam
01/01/2003,19.269,Vietnam
02/01/2003,22.12,Vietnam
03/01/2003,23.344,Vietnam
04/01/2003,26.278,Vietnam
05/01/2003,27.257,Vietnam
06/01/2003,27.58,Vietnam
07/01/2003,27.389,Vietnam
08/01/2003,27.121,Vietnam
09/01/2003,25.952,Vietnam
10/01/2003,24.586,Vietnam
11/01/2003,23.222,Vietnam
12/01/2003,19.855,Vietnam
01/01/2004,19.824,Vietnam
02/01/2004,20.301,Vietnam
03/01/2004,23.008,Vietnam
04/01/2004,25.337,Vietnam
05/01/2004,26.518,Vietnam
06/01/2004,27.085,Vietnam
07/01/2004,26.775,Vietnam
08/01/2004,27.004,Vietnam
09/01/2004,26.027,Vietnam
10/01/2004,23.986,Vietnam
11/01/2004,22.912,Vietnam
12/01/2004,19.906,Vietnam
01/01/2005,19.279,Vietnam
02/01/2005,21.574,Vietnam
03/01/2005,21.977,Vietnam
04/01/2005,25.252,Vietnam
05/01/2005,27.935,Vietnam
06/01/2005,27.972,Vietnam
07/01/2005,27.125,Vietnam
08/01/2005,26.834,Vietnam
09/01/2005,26.307,Vietnam
10/01/2005,24.712,Vietnam
11/01/2005,23.215,Vietnam
12/01/2005,19.394,Vietnam
01/01/2006,20.088,Vietnam
02/01/2006,21.393,Vietnam
03/01/2006,23.138,Vietnam
04/01/2006,25.803,Vietnam
05/01/2006,26.605,Vietnam
06/01/2006,27.724,Vietnam
07/01/2006,27.353,Vietnam
08/01/2006,26.527,Vietnam
09/01/2006,25.917,Vietnam
10/01/2006,25.156,Vietnam
11/01/2006,24.039,Vietnam
12/01/2006,20.534,Vietnam
01/01/2007,19.406,Vietnam
02/01/2007,22.371,Vietnam
03/01/2007,23.782,Vietnam
04/01/2007,24.808,Vietnam
05/01/2007,26.406,Vietnam
06/01/2007,27.865,Vietnam
07/01/2007,27.365,Vietnam
08/01/2007,26.736,Vietnam
09/01/2007,25.868,Vietnam
10/01/2007,24.222,Vietnam
11/01/2007,21.378,Vietnam
12/01/2007,21.419,Vietnam
01/01/2008,19.229,Vietnam
02/01/2008,18.1,Vietnam
03/01/2008,22.706,Vietnam
04/01/2008,25.57,Vietnam
05/01/2008,26.137,Vietnam
06/01/2008,26.955,Vietnam
07/01/2008,27.082,Vietnam
08/01/2008,26.684,Vietnam
09/01/2008,26.112,Vietnam
10/01/2008,24.998,Vietnam
11/01/2008,22.075,Vietnam
12/01/2008,19.76,Vietnam
01/01/2009,18.413,Vietnam
02/01/2009,23.029,Vietnam
03/01/2009,23.717,Vietnam
04/01/2009,25.25,Vietnam
05/01/2009,26.184,Vietnam
06/01/2009,27.726,Vietnam
07/01/2009,27.143,Vietnam
08/01/2009,27.342,Vietnam
09/01/2009,26.373,Vietnam
10/01/2009,25.002,Vietnam
11/01/2009,22.341,Vietnam
12/01/2009,21.067,Vietnam
01/01/2010,20.915,Vietnam
02/01/2010,22.809,Vietnam
03/01/2010,23.937,Vietnam
04/01/2010,25.68,Vietnam
05/01/2010,28.304,Vietnam
06/01/2010,28.124,Vietnam
07/01/2010,27.729,Vietnam
08/01/2010,26.689,Vietnam
09/01/2010,26.617,Vietnam
10/01/2010,24.082,Vietnam
11/01/2010,22.238,Vietnam
12/01/2010,20.876,Vietnam
01/01/2011,17.726,Vietnam
02/01/2011,20.704,Vietnam
03/01/2011,20.761,Vietnam
04/01/2011,24.307,Vietnam
05/01/2011,26.522,Vietnam
06/01/2011,27.397,Vietnam
07/01/2011,27.305,Vietnam
08/01/2011,26.933,Vietnam
09/01/2011,25.906,Vietnam
10/01/2011,24.069,Vietnam
11/01/2011,23.206,Vietnam
12/01/2011,19.475,Vietnam
01/01/2012,19.23,Vietnam
02/01/2012,20.764,Vietnam
03/01/2012,23.205,Vietnam
04/01/2012,26.063,Vietnam
05/01/2012,27.429,Vietnam
06/01/2012,27.682,Vietnam
07/01/2012,27.405,Vietnam
08/01/2012,27.373,Vietnam
09/01/2012,26.095,Vietnam
10/01/2012,25.091,Vietnam
11/01/2012,24.192,Vietnam
12/01/2012,21.923,Vietnam
01/01/2013,19.885,Vietnam
02/01/2013,22.549,Vietnam
03/01/2013,24.335,Vietnam
04/01/2013,25.887,Vietnam
05/01/2013,27.443,Vietnam
06/01/2013,27.623,Vietnam
07/01/2013,27.109,Vietnam
08/01/2013,27.026,Vietnam
09/01/2013,,Vietnam
01/01/1990,26.062,Singapore
02/01/1990,27.267,Singapore
03/01/1990,27.707,Singapore
04/01/1990,27.824,Singapore
05/01/1990,27.936,Singapore
06/01/1990,27.856,Singapore
07/01/1990,26.948,Singapore
08/01/1990,27.315,Singapore
09/01/1990,26.74,Singapore
10/01/1990,26.786,Singapore
11/01/1990,26.905,Singapore
12/01/1990,26.214,Singapore
01/01/1991,26.466,Singapore
02/01/1991,27.023,Singapore
03/01/1991,27.308,Singapore
04/01/1991,27.475,Singapore
05/01/1991,27.458,Singapore
06/01/1991,28.014,Singapore
07/01/1991,27.612,Singapore
08/01/1991,27.192,Singapore
09/01/1991,26.946,Singapore
10/01/1991,26.488,Singapore
11/01/1991,26.282,Singapore
12/01/1991,25.665,Singapore
01/01/1992,26.397,Singapore
02/01/1992,26.951,Singapore
03/01/1992,27.641,Singapore
04/01/1992,27.898,Singapore
05/01/1992,27.774,Singapore
06/01/1992,27.741,Singapore
07/01/1992,26.925,Singapore
08/01/1992,27.138,Singapore
09/01/1992,26.754,Singapore
10/01/1992,26.876,Singapore
11/01/1992,26.166,Singapore
12/01/1992,25.708,Singapore
01/01/1993,26.186,Singapore
02/01/1993,26.654,Singapore
03/01/1993,26.587,Singapore
04/01/1993,27.142,Singapore
05/01/1993,27.488,Singapore
06/01/1993,27.947,Singapore
07/01/1993,27.172,Singapore
08/01/1993,27.478,Singapore
09/01/1993,26.897,Singapore
10/01/1993,26.559,Singapore
11/01/1993,26.589,Singapore
12/01/1993,26.447,Singapore
01/01/1994,26.579,Singapore
02/01/1994,26.89,Singapore
03/01/1994,26.405,Singapore
04/01/1994,27.288,Singapore
05/01/1994,27.582,Singapore
06/01/1994,27.63,Singapore
07/01/1994,27.655,Singapore
08/01/1994,27.384,Singapore
09/01/1994,27.428,Singapore
10/01/1994,26.885,Singapore
11/01/1994,26.522,Singapore
12/01/1994,26.805,Singapore
01/01/1995,26.471,Singapore
02/01/1995,26.252,Singapore
03/01/1995,27.17,Singapore
04/01/1995,27.328,Singapore
05/01/1995,27.961,Singapore
06/01/1995,28.083,Singapore
07/01/1995,27.284,Singapore
08/01/1995,26.835,Singapore
09/01/1995,27.329,Singapore
10/01/1995,27.046,Singapore
11/01/1995,26.86,Singapore
12/01/1995,26.251,Singapore
01/01/1996,26.019,Singapore
02/01/1996,26.392,Singapore
03/01/1996,27.289,Singapore
04/01/1996,27.284,Singapore
05/01/1996,27.985,Singapore
06/01/1996,27.877,Singapore
07/01/1996,27.652,Singapore
08/01/1996,26.931,Singapore
09/01/1996,27.06,Singapore
10/01/1996,26.693,Singapore
11/01/1996,26.976,Singapore
12/01/1996,26.362,Singapore
01/01/1997,26.495,Singapore
02/01/1997,26.985,Singapore
03/01/1997,27.384,Singapore
04/01/1997,27.141,Singapore
05/01/1997,28.275,Singapore
06/01/1997,28.122,Singapore
07/01/1997,27.817,Singapore
08/01/1997,27.847,Singapore
09/01/1997,27.459,Singapore
10/01/1997,27.053,Singapore
11/01/1997,27.144,Singapore
12/01/1997,26.945,Singapore
01/01/1998,27.423,Singapore
02/01/1998,28.253,Singapore
03/01/1998,28.716,Singapore
04/01/1998,28.625,Singapore
05/01/1998,28.88,Singapore
06/01/1998,28.248,Singapore
07/01/1998,27.562,Singapore
08/01/1998,26.935,Singapore
09/01/1998,27.34,Singapore
10/01/1998,27.383,Singapore
11/01/1998,27.464,Singapore
12/01/1998,26.482,Singapore
01/01/1999,26.47,Singapore
02/01/1999,27.001,Singapore
03/01/1999,27.09,Singapore
04/01/1999,27.715,Singapore
05/01/1999,27.536,Singapore
06/01/1999,27.578,Singapore
07/01/1999,27.183,Singapore
08/01/1999,26.83,Singapore
09/01/1999,26.937,Singapore
10/01/1999,26.482,Singapore
11/01/1999,26.848,Singapore
12/01/1999,26.531,Singapore
01/01/2000,26.016,Singapore
02/01/2000,26.508,Singapore
03/01/2000,27.25,Singapore
04/01/2000,27.186,Singapore
05/01/2000,28.227,Singapore
06/01/2000,27.358,Singapore
07/01/2000,27.553,Singapore
08/01/2000,27.051,Singapore
09/01/2000,27.069,Singapore
10/01/2000,27.169,Singapore
11/01/2000,27.041,Singapore
12/01/2000,26.73,Singapore
01/01/2001,26.202,Singapore
02/01/2001,26.775,Singapore
03/01/2001,27.598,Singapore
04/01/2001,27.345,Singapore
05/01/2001,28.073,Singapore
06/01/2001,27.605,Singapore
07/01/2001,27.648,Singapore
08/01/2001,27.361,Singapore
09/01/2001,27.087,Singapore
10/01/2001,27.104,Singapore
11/01/2001,26.918,Singapore
12/01/2001,26.556,Singapore
01/01/2002,26.558,Singapore
02/01/2002,26.99,Singapore
03/01/2002,27.572,Singapore
04/01/2002,27.614,Singapore
05/01/2002,28.388,Singapore
06/01/2002,28.032,Singapore
07/01/2002,27.738,Singapore
08/01/2002,27.682,Singapore
09/01/2002,27.006,Singapore
10/01/2002,27.527,Singapore
11/01/2002,26.946,Singapore
12/01/2002,26.82,Singapore
01/01/2003,26.445,Singapore
02/01/2003,26.875,Singapore
03/01/2003,27.754,Singapore
04/01/2003,27.327,Singapore
05/01/2003,28.574,Singapore
06/01/2003,28.22,Singapore
07/01/2003,27.524,Singapore
08/01/2003,27.617,Singapore
09/01/2003,27.048,Singapore
10/01/2003,27.015,Singapore
11/01/2003,26.937,Singapore
12/01/2003,26.406,Singapore
01/01/2004,26.648,Singapore
02/01/2004,27.225,Singapore
03/01/2004,27.426,Singapore
04/01/2004,28.016,Singapore
05/01/2004,28.268,Singapore
06/01/2004,28.309,Singapore
07/01/2004,26.837,Singapore
08/01/2004,27.637,Singapore
09/01/2004,27.141,Singapore
10/01/2004,26.993,Singapore
11/01/2004,26.926,Singapore
12/01/2004,26.518,Singapore
01/01/2005,26.375,Singapore
02/01/2005,27.969,Singapore
03/01/2005,27.998,Singapore
04/01/2005,27.839,Singapore
05/01/2005,28.031,Singapore
06/01/2005,28.251,Singapore
07/01/2005,27.537,Singapore
08/01/2005,27.553,Singapore
09/01/2005,27.662,Singapore
10/01/2005,26.959,Singapore
11/01/2005,26.904,Singapore
12/01/2005,26.845,Singapore
01/01/2006,26.318,Singapore
02/01/2006,27.235,Singapore
03/01/2006,27.84,Singapore
04/01/2006,27.294,Singapore
05/01/2006,27.842,Singapore
06/01/2006,27.502,Singapore
07/01/2006,27.907,Singapore
08/01/2006,27.629,Singapore
09/01/2006,27.222,Singapore
10/01/2006,27.493,Singapore
11/01/2006,27.106,Singapore
12/01/2006,26.553,Singapore
01/01/2007,26.392,Singapore
02/01/2007,26.81,Singapore
03/01/2007,27.291,Singapore
04/01/2007,27.496,Singapore
05/01/2007,27.95,Singapore
06/01/2007,28.052,Singapore
07/01/2007,27.344,Singapore
08/01/2007,27.174,Singapore
09/01/2007,27.105,Singapore
10/01/2007,26.961,Singapore
11/01/2007,26.741,Singapore
12/01/2007,26.244,Singapore
01/01/2008,26.535,Singapore
02/01/2008,26.583,Singapore
03/01/2008,26.49,Singapore
04/01/2008,27.282,Singapore
05/01/2008,28.043,Singapore
06/01/2008,27.696,Singapore
07/01/2008,27.222,Singapore
08/01/2008,27.121,Singapore
09/01/2008,27.086,Singapore
10/01/2008,26.921,Singapore
11/01/2008,27.143,Singapore
12/01/2008,26.69,Singapore
01/01/2009,26.474,Singapore
02/01/2009,26.983,Singapore
03/01/2009,26.984,Singapore
04/01/2009,27.893,Singapore
05/01/2009,28.445,Singapore
06/01/2009,28.435,Singapore
07/01/2009,27.779,Singapore
08/01/2009,27.665,Singapore
09/01/2009,27.745,Singapore
10/01/2009,27.447,Singapore
11/01/2009,27.063,Singapore
12/01/2009,26.767,Singapore
01/01/2010,27.064,Singapore
02/01/2010,28.141,Singapore
03/01/2010,27.882,Singapore
